Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,78.6041255381486,82.1091621274838,81.1885585305929,75.8215190278826,71.6414822956968,45.9737889764664,63.2306116183586,69.9228520489853,61.6820803153718,64.7570637901986,65.5161335201523,63.7152197387,74.2730334447795,..,..
Afghanistan,AFG,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,17.6359565699848,22.6377618902753,19.4921815173193,22.6655142894059,27.6930813335095,15.5771684883277,22.1439762358189,9.95141556609315,7.12335062040177,5.65917623811382,9.84758515938043,8.08242207437161,6.86897064136312,..,..
Albania,ALB,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,7.358619123325,8.95170789163723,5.90334680796825,14.7159603884017,22.2346143670462,20.2448878857147,25.7575886338218,23.8347259664,25.0694962135901,18.2866694812893,26.3761800669312,28.9893856783402,26.4205823686089,22.443076205314,22.2698355560546,23.8484079568288,27.0355896123166,30.5054951702817,29.8507575844571,29.9953973251891,45.0203006979196,33.739551326013,28.9459187678644
Albania,ALB,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,3.12273057371097,3.29618211999052,3.13424325576423,8.47678138144811,11.517742886808,19.5030662621851,17.5201366167892,15.186528249091,12.6517343344852,8.83892498790549,10.976118101843,8.13343001790963,7.87464448489331,9.94811721546489,8.92422019848482,9.88797505782306,10.3211948962875,10.2131352519654,9.16497904638247,9.85571335720699,19.4250975446543,16.3779124537161,8.72783944734901
Algeria,DZA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,36.6585563665855,53.7420382165606,51.336152015701,53.1884442476247,53.7004458889821,62.9447150594919,65.7213399656996,64.0881917608789,63.9333304240218,59.0982989712231,58.3702956687159,60.049199723822,61.2411761816798,62.9165796470092,62.7942609112587,72.0625718140325,69.5802827968949,63.3883711527065
Algeria,DZA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,48.5248789079701,52.6362232517101,56.6379715802733,62.3602616655028,67.4518533068273,66.5012900178676,65.4162572793008,56.5851770280961,53.6264056748174,56.083338287776,55.8521512961371,58.4255862386972,59.5868643712815,61.448511162052,54.7333470975556,57.9269211908994,51.5178394159484,47.719341667255
American Samoa,ASM,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.03212755302866,13.4526811176949,11.176173866311,..
Andorra,AND,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.8223236879927,57.5935825315557,51.0087422947351,..
Angola,AGO,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,80.7617479796468,79.679012345679,74.0229480084234,67.9159621981196,74.1361657419654,39.875720621609,93.5925005315112,22.2133118734428,9.12199798281964,9.16593316825202,11.0987674611761,8.11463017856663,6.68938508044553,4.35636375690176,3.99251626259235,5.42535682669566,7.79887401174717,8.23313100508457,9.39425908702297,8.51326160887045,63.0716464361249,60.5043323748646,52.5867988679017
Angola,AGO,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,77.5072226332664,82.61812845978,77.4360897580045,66.2059504477151,73.1652618632119,75.5476049837513,68.0054038870606,72.6175497928338,70.6124540762441,72.2021509236927,73.0208711203214,80.7971870566523,76.8711938648292,72.7143505482446,74.7174775486407,71.2064430633424,64.2039036036943,62.4080953681747,52.3929109382901,48.9378254468451,41.8642724098458,44.0283502739681,45.9789811511075
Antigua and Barbuda,ATG,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,8.24755617259943,8.85100325699112,7.73754934032115,7.89929102288187,8.41615552982496,9.81511834542702,9.58990336285947,12.1964905927555,10.7395596705845,8.14549487785108,6.5203341652127,6.46298166345385,6.41703040601649,6.86506903998408,5.74835685429963,7.1627137364201,6.43943824884037,5.89025431933442,5.36306355851856,4.93987863677035,9.97327569898349,9.9278423564124,..
Antigua and Barbuda,ATG,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,29.7897964371576,26.8194348644987,26.3232158250531,26.9233645384158,25.665846003184,29.2408385133658,28.5706385718983,25.0815748726921,18.9607557647997,18.424847690758,22.2155361383142,24.2872919295312,23.2894115739007,24.4499976768206,50.1180459831252,54.0748449866678,57.0442719849733,53.9177387871166,52.5999262436676,53.2111479278631,51.1063591199257,51.2959471261082,..
Argentina,ARG,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,13.4279478208399,18.8560836971209,30.6471430275558,31.1506636746716,32.8047096045554,36.3495904837731,36.8310556408689,37.4028085366963,41.7326936065651,45.8401902020695,43.3318813410141,46.0846800134192,47.0078931642511,47.0461268792319,43.1134618293168,43.5714223636328,46.2522320851168,51.0375690850913,48.8354460299413,49.3177449920633,65.7185318408435,75.5451061630462,58.4484136129333
Argentina,ARG,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,18.8686569912226,21.5796750999581,27.7267758629524,26.7410032074426,28.2973827737301,27.8896323335301,32.196828832102,31.7483577923643,32.8762153224098,37.1235347281509,35.4116929080344,36.7336010953887,36.0094060962792,37.7742434286561,37.8890306827603,34.6070879381284,31.1844168936905,31.0602244637248,31.8508155232312,36.6013440563774,53.4880928697146,56.5087599902139,39.6397092037261
Armenia,ARM,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,20.0434850118925,23.9005346945504,27.3467421518344,37.6075166699634,24.3471641114638,21.9966162820068,16.6486420897007,16.2270473923842,18.7715644077228,16.2415582115884,18.0660234860995,27.9855146220646,26.3638354440529,27.6561438017907,26.1623831152567,24.2816028651953,24.81369174219,25.7643823322111,24.5619890610156,22.3750461035333,46.7683088517867,33.0055391837411,23.1072531451481
Armenia,ARM,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,10.7164787667867,38.8913128294167,33.0872077287336,30.8049691449672,26.3445844048628,21.2476784567641,20.9018882953441,15.043346852295,12.7976316664223,14.8203039875193,12.8743706494564,10.1796593692529,9.30786985667746,8.72512369130658,8.85398153799889,10.4738194491932,10.1702005009267,9.09915301984697,10.9056267500399,10.061720882317,19.6332942156047,19.0657939950539,11.4850861163461
Aruba,ABW,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,42.1916408912003,51.6513786909137,27.7717109646848,43.4470421102478,10.0504236580396,10.2999071734697,12.9280322121065,12.1393953381027,10.6669953514574,14.5853263669143,14.7505422993496,13.8581936654013,15.0580761085796,14.8982205582607,14.2982022976465,14.6969193292303,7.01024618716018,6.79216520113944,6.36880067097296,6.41434596892387,11.4156156165501,7.43883696578766,7.19179042328031
